uid,name,subcounty_uid,subcounty,district_uid,district,region_uid,region,hflevel,ownership
IZJ0nMAejmJ,Born Medical Centre,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Clinic,PFP
mjDHgVgFIqe,Busingye Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
dHpy75ggtxI,Deltal Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
NTiWBc8pTYk,Devine Medical Clinic,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Clinic,PFP
SJv9sa54vJz,Enockreen Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
EFkeFVpHY58,Good Will Medical Centre,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Clinic,PFP
If1Romo3DIE,Health Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
JDAxhYvvWfp,Kijjukizo (St. Elizabeth) Health Centre III,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,HC III,PNFP
cF8LHxUKFKS,Kisakye Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
Y7dBwHO0Oti,Life For All Doctor's Clinic,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,HC II,PFP
EcIA72s0pdw,Lyantonde Bulamu medical Centre,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,HC II,PFP
RYMEkOh45MP,Lyantonde Muslim Health Centre III,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,HC III,PNFP
JkUhN9ueHFy,Mirembe Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
QzFdwXvxAr2,Mirembe health clinic,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Clinic,PFP
YALwAKKHQlj,Mulambula Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
SaVnJZa5J2Q,People's Life Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
aormD5Bw2vI,Safeka Nursing Home Clinic,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Clinic,PFP
hqbGmDBirmR,St. Agnes Drug Shop,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
f3FZcY7WSCd,St. Immaculate Mothers Health Centre II,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,HC II,PFP
VcjLLyHE0Up,Trinity medical clinic,BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Clinic,PFP
EDHZpb7aWXW,Angel Drug Shop,aRg8TDbBLG5,Mpumudde Subcounty,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
kNqkUlTR9EA,Central clinic (Buyaga),aRg8TDbBLG5,Mpumudde Subcounty,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,Clinic,PFP
swSvZ0rVkLA,Mulungi Cure Centre Buyaga,aRg8TDbBLG5,Mpumudde Subcounty,aPRNSGUR3vk,Lyantonde District,IEU0FjDAhBP,South Buganda,HC II,PFP
PGeRjyaiGsg,Africa with Love Clinic,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
x5a93MkWeyj,Community Medical Centre Kabonera,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
YgkreXCD7li,Kijjabwemi Community Health Centre III,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC III,PNFP
qjeMzMj7tdk,Kimwanyi Health Centre III,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC III,PNFP
Xe72ST17iHr,Mariam Domicilliary,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
FxQVHsa0Sre,Martha Allied Clinic,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
f59MlXA9vRC,Nativity of Our Lady Bisanje Health Centre II,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC II,PNFP
GLzAqobdfEp,St. Gonzaga Clinic,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
Uld8OK9I6em,St. Jude Kaswa Health Centre II,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC II,PNFP
ZO1Hltpt3Ko,TASO Masaka,kJJUf7GAjjD,Kimaanya-Kabonera Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PNFP
DId8gDG2h83,All Saints Clinic (Nyendo-Senyange),GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
Olh3O2fIRpm,Arahmah Medical Centre,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC IV,PNFP
S79Lcu8O003,Butende Health Centre III,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC III,PNFP
lO2HLhkvGiX,Byansi Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
OYrBAEyeeXR,General Medical Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
i3T2aUtWzf1,Goodwill Imaging & Diagnostic Laboratory,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
M5Knj3O3NRa,Jj Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
XFvdRnq6Nee,Kako Health Centre III,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC III,PNFP
toZuFsGOHas,Kalevu Memorial Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
DgMvqc1Ojfu,Kevin Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
n9fxWoPWRJB,Kitovu Hospital,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,General Hospital,PNFP
LKn50qRDDAB,Kitovu Mobile Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PNFP
FMCCDyQXKRp,MRC/UVRI Masaka Special Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PNFP
Bkn2IYnTGIx,Maria-al-kaabi Health Centre III,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC III,PNFP
GsXgc4W640Q,Marie Stopes Uganda Masaka,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC II,PFP
dImKFSj5cqK,Mwebaza Domicilliary,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
XLnChQWpvvS,Okoa Medical Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
DRp4b31su0D,St. Agnes Kasanje Health Centre II,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,HC II,PNFP
phgNv3EnuY6,Sure Medical Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
CEjqHnkRsq1,Verona Medical Clinic,GohrmmbKC1I,Nyendo-Mukungwe Division,KJkbK1YhjFb,Masaka City,IEU0FjDAhBP,South Buganda,Clinic,PFP
bwxDEhvrpVw,Bulamu BwEbugagga Health Centre II,I2XU2SFfwnB,Bukakata Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,HC II,PFP
OpHCVPDEaBb,Lambu Health Centre II,I2XU2SFfwnB,Bukakata Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,HC II,PNFP
EJjtvQaTkx8,Ssunga Health Centre III,I2XU2SFfwnB,Bukakata Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,HC III,PNFP
Hv485zI15KB,Nakasojjo Health Centre III,qr9NGNGWnKe,Buwunga Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,HC III,PNFP
ukLsWKO5SNd,Tekera Health Centre II,qr9NGNGWnKe,Buwunga Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,HC II,PNFP
FFscoyk2SlD,Nkuuna Domicilliary Clinic,CPZioDtBpZV,Kyanamukaaka Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,Clinic,PFP
M0wY5q1DCPh,Tuzimbe Health Centre IV,CPZioDtBpZV,Kyanamukaaka Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,HC IV,PNFP
jnZIqtEETZs,Twegasse Community Clinic,FyzXNFsmkfQ,Kyesiiga Subcounty,bIONCoCnt3Q,Masaka District,IEU0FjDAhBP,South Buganda,Clinic,PNFP
ABghkDkzEG5,Alpha and Omega Medical Centre,hQ8aPoqFZbB,Buwama Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
eL5xsx6v7Ep,IPI Health Centre IV,hQ8aPoqFZbB,Buwama Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC IV,PFP
kok2qm84V6X,Bethelify Community Medicare,kee3dfUojdg,Buwama Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
C38yFfDluuD,Buwama Medical Centre,kee3dfUojdg,Buwama Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
DBdKk9hp9rJ,Kawumba Medical Centre,kee3dfUojdg,Buwama Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
oATZ1ASDvIs,Med-Life Clinic,kee3dfUojdg,Buwama Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
lF4U1Yzu0Ka,Mitala-Maria Health Centre III,kee3dfUojdg,Buwama Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PNFP
SzVYBCcGiM7,Ggoli - St Yakobo Health Centre III,a8kpQiPpYy0,Kammengo Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PNFP
HsN63X4XXwr,Golola Medical Care,a8kpQiPpYy0,Kammengo Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
a6mnx3ok5NB,St. Elizabeth Kibanga Ihu Health Centre III,a8kpQiPpYy0,Kammengo Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
fvyS0teVZIt,St. Michael Kanyike Medical Centre,a8kpQiPpYy0,Kammengo Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
XPk7IFirJ5S,Basoga Medical Centre,CfctafkWEHW,Kayabwe Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
af64XPHH1TF,Family Drug Shop,CfctafkWEHW,Kayabwe Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,Drug Shop,PFP
r1QdGKW3eVh,KK Medical Centre,CfctafkWEHW,Kayabwe Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
vkpREtlXQxQ,Nkozi Hospital,CfctafkWEHW,Kayabwe Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,General Hospital,PNFP
LEN9wLPIjyQ,SAMI Health Centre III,CfctafkWEHW,Kayabwe Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
VFy5xbPCzU3,Fiduga Medical Centre,JN43iMJuuu0,Kiringente Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
d0xYRTXZSO2,Hope of life Medical Centre,JN43iMJuuu0,Kiringente Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
D3VqzBvBCQA,St. Mary Bahaise Medical Centre,JN43iMJuuu0,Kiringente Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
aLQq5QTDV2s,St. Monica Katende Health Centre III,JN43iMJuuu0,Kiringente Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PNFP
a6c8cXzJtGP,Watoto Health Centre II,JN43iMJuuu0,Kiringente Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
BHcwvgx7GbR,St. Francis Of Asisi Kitakyusa Health Centre III,JzZkIkp7PnX,Kituntu Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
GY6opjOQv8m,St. Monica Health Centre III- Bukoma,JzZkIkp7PnX,Kituntu Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
sJd1PRCXFdX,Cranmedic Medical Services,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
aOHWQc76Dvu,Double Cure Hospital,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,General Hospital,PNFP
H4k56PSSGmd,Kingdom Medical Center,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
yC5rgTEjfVO,Kkonge St. Luke Health Centre III,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PNFP
MCBSWfPZnJH,LY Medical Centre,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
rDUICnMUik8,Medicare (Mpigi) Hospital,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,General Hospital,PFP
aT88FYzV61A,Mpigi Orthodox Health Centre II,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PNFP
BAlaU5ehEXV,Shafic Health Centre III,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
AwOr5ob9gDR,St Raphael Medical Centre,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
Yln0chrxRgX,St. Camillus Maziba Medical Centre,abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
c0wXoSDcuOp,St. Francis Medical Centre (Church Center),abHXswMdUC4,Mpigi Town Council,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
pUZjhP8bvwF,Bujuuko Health Centre III,OsIhf9n3bXq,Muduuma Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
vMG2Fnz1S0T,Bulamu Health Centre III,OsIhf9n3bXq,Muduuma Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
P97gbQJHlIW,Katrina Medical Centre,OsIhf9n3bXq,Muduuma Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
ZgltW3JZl97,Life Care Medical Centre,OsIhf9n3bXq,Muduuma Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
VXTxQRCiH2C,Nswanjere Health Centre III,OsIhf9n3bXq,Muduuma Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PNFP
rmyUGedzWB2,Dona Carnevale Medical Centre,o2AmXGnxfGy,Nkozi Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC III,PFP
lWHa7Bp3BdT,St. Claire (Mpigi) Health Centre II,o2AmXGnxfGy,Nkozi Subcounty,YMMexeHFUay,Mpigi District,IEU0FjDAhBP,South Buganda,HC II,PFP
QskS6jOsR9M,Kibaale Comm. Home Health Centre II,kdIm0faI4Qw,Byakabanda Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PNFP
ICMb8Mqt8ze,Buyamba Disp & Mu Health Centre III,DRAypYcgokr,Ddwaniro Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC III,PNFP
aVTALGVoITy,Kasankala Community Based Health Project Health Centre II,QKcOOobdPtO,Kagamba Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PFP
a7obyfFdJ8u,St. Bernard Mannya Health Centre III,zNyf0buOkOl,Kifamba Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC III,PNFP
od8CeDGX0qw,Heal the Nation Health Centre II,YqM3WN8CBFs,Kyalulangira Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PFP
ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,DZQIcj2NrHv,Lwamaggwa Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PNFP
D1FqsDMWIeq,Bitabago Health Centre II,c4Vsie8YEMT,Lwanda Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PFP
VC8mMNDQFJ8,Kayayumbe Health Centre II,c4Vsie8YEMT,Lwanda Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PNFP
Zf1t4djAYWx,Mbuye Health Centre II,c4Vsie8YEMT,Lwanda Subcounty,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PNFP
DUreceB7cjo,A&C Clinic,jc5yhDRG25k,Lwentulege Town Council,P8iz90eiIrW,Rakai District,IEU0FjDAhBP,South Buganda,HC II,PNFP
GGccoyznKwM,Lwebitakuli Ngo Health Centre III,vP5RNMjCpa5,Lwebitakuli Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,HC III,PNFP
qTaGINQ9SLp,Maria K MC Clinic,vP5RNMjCpa5,Lwebitakuli Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
ZDUCd2IAqSS,People's (Sembabule) Clinic,vP5RNMjCpa5,Lwebitakuli Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
Kkc4SL2LQyI,SAK Foundation Clinic,vP5RNMjCpa5,Lwebitakuli Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
FrYOWW8DfUX,Life Care Clinic (Lwemiyaga),VeulA9IP9jC,Lwemiyaga Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
sTlap0cwcNo,Katimba Health Centre III,a8wKUexqqyw,Mateete Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,HC III,PNFP
QsZmsK8ULW3,Bamu Hospital,resyoKSgFWP,Mateete Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,General Hospital,PFP
o1anbHDcdMD,Patience Domiciary Clinic,resyoKSgFWP,Mateete Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
n0922rO9co6,Suubi Medical Clinic,resyoKSgFWP,Mateete Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
XprS3GX3WVC,Kikoma Medical Clinic,P78aC0ujKWk,Mijwala Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
GXNtn9xEsd7,Standard Clinic,P78aC0ujKWk,Mijwala Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
wQCzQ52KPmV,MK Medical Clinic,u54XcKubffh,Mitete Subcounty,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
i1q59Cc7J8w,Kadoth Clinic,I0l8B7OQKvh,Ntuusi Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
DWXYwCh0PuW,Ntuusi Health Centre III,I0l8B7OQKvh,Ntuusi Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,HC III,PNFP
L1yJV3P8yxC,Prime Medical Clinic,I0l8B7OQKvh,Ntuusi Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
azH6y7qMjak,Dr. Kakungulu Medical Centre,M9l386COmzm,Sembabule Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
C2ZIDlhNqLg,Great Mission Of Guma Guma Clinic,M9l386COmzm,Sembabule Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
XZa4SYQnoIa,Mbowa Memorial Clinic,M9l386COmzm,Sembabule Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
mdpm1ErwA4i,Mwesigwa Medical Centre,M9l386COmzm,Sembabule Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
enFotRFeYGg,New Hope Clinic (Sembabule),M9l386COmzm,Sembabule Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
T6nz7PK9u7u,Twinomujuni Clinic,M9l386COmzm,Sembabule Town Council,j7AQsnEYmvi,Sembabule District,IEU0FjDAhBP,South Buganda,Clinic,PFP
M4Ri7f0xJ62,Angelina General Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
GOkofMtZ2ld,Bade Medical International Health Centre II,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
UFzmWkxGuTS,Bangi Medical Health Centre III,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
e7FvMpJ8EHb,Bisirikirwa Medical Centre,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
LwWSESHgpI3,Buni Orthopaedic Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
WASfKqxBjNB,Carewell Medical Health Centre II,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Tbucp2nnkxY,Cure Medical Clinic- Nyanama,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
aoFgQb4jPdF,Essential Care Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
xyorcphmWmR,Evarina Childrens Care Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
Ze1t4Y8t4TK,General Health Care Health Centre II,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
mLd8XeNTMKU,Glory Medical Clinic (Bunamwaya),aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
P2Bs3mTcqHT,Havana Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
u3SLVGPpWI8,Henrob Family Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC IV,PFP
lEpbJg4du2d,Icon Medical Centre,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
mPDhwB6a3EU,Joelline Domicilliary Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
eBR8mJRUd2N,King Fahad Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
