uid,name,subcounty_uid,subcounty,district_uid,district,region_uid,region,hflevel,ownership
zRYnr63lSIz,Kinnyabigo Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
fx2DCieN3Bc,Le Memorial Medical Services Hospital,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,General Hospital,PFP
Sx8OTUNvskf,Life Restoration Medical Centre,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
HWrhZA66fr3,Lifeline Hospital,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,General Hospital,PFP
TtzxqIzhWfs,Lubowa Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
dU9nghJ1oFG,Maama Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
t4By7ll222g,Madsil Domicilliary Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
aAty2Voae5z,Makutano Medical Centre,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
s5FBEvugsTB,Mm Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
ObwcGMEecrL,Model Aholiab Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
ITLaSOOiUI4,Muyinza Health Centre II,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
XgPF6Jw8Yd8,Nakibuuka Domiciliary Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
yPDFTNrl2wC,Nalujja Health Centre IV,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC IV,PFP
VhiHB4BXa6l,Ndiwa Medical Centre H C,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Bl24tso9KAd,Nfuufu Medical Centre,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
EKQ20gHxGbw,Pea Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
frsj8WLxuot,Precious Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
J6yssMkroj2,Prime Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
EXY7qIdf2Bq,Prob Medical and Maternity Health Centre III,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
d6HBrpE6QTL,SMD Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
aNNO7E8HhfG,Shalom Medical Centre (Bunamwaya),aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
BExsjkvJRCY,Suubi General Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
DuaT6TmLuJ4,Sylvan Medical Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
kbwt8gXCg2M,Tauba Clinic,aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
hW45QCdjntP,"Valley Medical Clinic, Zzana Health Centre III",aQbUr8vlhmm,Bunamwaya Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
m8iIXo1Saga,Rapha Medical Health Centre III,d29fMUVvhDk,Bussi Subcounty,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PNFP
M3t0BG3vSjH,Bukemba Health Care Health Centre III,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
hkHGeUo9vHV,Kisa Health Care Clinic,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
cw99ymFuEJh,Magigye Medical Health Centre II,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
DxqLtFffgcJ,Namulonge Medical Centre,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
SnWMAPIh10Z,Nathan Medical Clinic,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Njqb1fJkCY5,New Hope Medical Centre,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
mn8K0CuXsra,St. Joseph Hospital,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
HhHL58uD1NJ,Vision International Medical Centre,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
B89ZpnV1eBZ,Xclusive Medical Clinic,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
xWMw3MH0jWp,Yakuwa Clinic,a3qYnKHnulG,Busukuma Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Ppyz6vwPpKi,AAR Clinic Bweyogerere,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
U96HiItNahB,Ahamadine Day Care Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
ahbNLFWERyW,Allah Is Great Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
vVAPsW383hO,Avemara Health Care,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Oqgm80YDDkM,Bunawona Dental Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
hzPoo5zzWjj,Bweyogerere Hassan Turabi Health Centre III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PNFP
aVoCPJIXuun,Bweyogerere Medical Health Centre II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
v8Mkcr89mhj,Bweyogerere SDA Health Centre III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PNFP
vMZGn8cKSB9,CSI Medical Services Kireka,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
x9DqyHX40Bd,Christ the King Medical Services Health Centre III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
DaiPxJIaBmu,Doctors Clinic Bweyogerere,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
KQq08wg4OMm,Full Life Medical Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
aC6BO225r29,Ggwatiro Nursing Home Hospital,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,General Hospital,PFP
DUF2Qd4Evfh,Grade Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
cnqo6cGpZRd,Ham Medical Clinic (Bweyogerere),RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
WmCSdgvSjcT,Harold Poly Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
yTm8tdsMtss,He Cares Medical and Lab Health Centre III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
aA83SCEbTMx,Herpet Medical Centre,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
JraJg0eMnqk,Japhine Medicines Point Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
n1Dhl0h1ftt,Kamuli Medical Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
xMoBB3hrvwm,Kikambo Medical Health Centre III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
Nn09FXOtWqN,Life Care Domicilliary Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
EcCH0Fk9lHR,Lords Medical Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
sokKY0XWigm,Luna Health Care Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
uxOQ8aiwSFp,Marie Stopes Uganda Bweyogerere Health Centre II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
yY71KxUtc2V,Neulife Medical Health Centre III,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
brBVgobTXKb,Ntimba Health Care Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
gIg6LkOhB0S,Plus Medical and Diag. Health Centre II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
CzHvoN9oqz9,Royal Psychiatric Clinic,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
g6Ej6ND5Ndf,Shalom Medical Centre (Bweyogerere),RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
HfkQjwF8kQq,St. Josephs Medical Clinic Kasokoso,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Sg5yDPXP17q,Tobiah Medical Centre,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
ei0UeTsnCl9,Well Spring Health Centre II,RQ4bTHOso6m,Bweyogerere Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PNFP
ka4wo1bKTx6,6K Health Centre II,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Dz5Q1LyHZuD,Bugonga Road Clinic,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
UKe7pmLlG6e,CDC Laboratory Entebbe Clinic,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
nvrta4xHyuQ,Emmanuel Medical Health Centre,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC IV,PFP
fUZtHlNKJR6,Entebbe General Clinic,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
HF4h4LLuAxr,Entebbe Public Medical Health Centre II,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
a9CJLWAKwVY,Good Hope Health Centre II,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
XJR6YgkWSyU,IMC Entebbe Health Centre II,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
X0ipYKiBj3g,Joy Heart Health Centre II,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
J8tnvCpD9CD,Khalif Medical Clinic,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
c1UYAtAxZEb,Kids Of Africa Health Centre II,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
o1JJ1FlWiHX,Mukisa Medical Clinic,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
FDlViCdq6Fc,Savanna Domiciliary Clinic,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
ttcMJ7FNnU0,St. Marys Medical Services Clinic,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,Clinic,PFP
tf5lSUl7OmO,TASO Entebbe,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,Clinic,PNFP
Usn4fnm0ol6,Tropical Clinic (Entebbe),RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
UTFnHPJ5egY,Univic Health Centre II,RTxq0C3ff1y,Division A,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
NPqktls2rGs,Aurelia Health Centre II,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
rQPl84cEAuM,Brother Hermans Health Centre III,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PNFP
murB6r5cnUf,CASE Medical Health Centre II,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
bRcXa26c4de,Good Luck Medical Clinic,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
frq8L51tfEO,Kazuri Health Centre II,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
GXm2FPnZqfB,Kitooro Health Centre III,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
GJfUMdAjiYm,Lutamaguzi Health Centre II,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
a6vIu9Hpl4r,Rhema Medical Services Health Centre III,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
dHtq8IwvYn2,Royal Medical Services Entebbe Health Centre III,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
Jh3kGSaSmyM,Sanyu Health Centre II,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Wz4TMx3wVtl,St. Johns Clinic,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
xxAS6Y0PckH,St. Luis Health Centre II,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
d5RaViSn8pK,Victoria Medical Services Health Centre IV,o1TE46Mk0lW,Division B,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC IV,PFP
t73T90haBPk,Angels Of Hope Medical Clinic,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
GGRDAkF9pAr,Bengret Medical Health Centre III,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
ZfeSAG5qWfD,Bujulizi Medical Clinic,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
ClxNXxYnfbf,Frost Hospital,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC IV,PFP
a7DOzX5lSym,Jokasy Medical Centre,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,Clinic,PFP
oCqkp79fHNG,Kugumikiriza Domicilliary Clinic,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
kENm07BclW8,Life Care Health Centre II,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
ZPqKpsESScE,Matugga Medical Centre,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
QOYIkDUpwPv,Nseresa Medical Clinic,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
GyLJwnDFEiF,Seroka Medical Centre,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,Clinic,PFP
mfNGUptwk3I,Ssanga Medical Centre,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
HwBycddoX4u,Ssanyu Clinic Gombe,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
XENDuDFXbmG,St. Andrew Domiciliary Clinic,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
jck4O6qawtb,St. Anthony Clinic (Gombe),awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
HjzykPuM6w3,St. Gerald Medical Health Centre II,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
nva9N2wTX3Q,St. Jude Domicilliary Clinic,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
FfON4dnRpbT,St. Mary's Domicilliary Clinic,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
GhJsaRnJrrS,Trinity Medical Clinic (Gombe),awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
MtdbKasioFr,Wanda Matugga Health Centre IV,awd0xy7yb1C,Gombe Division,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC IV,PNFP
N2mqV5T91I3,Asiika Health Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
K4INVux46tW,Beka Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
Ae5glj2M9zf,Buddukiro Dom Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
qOBFPZf26tw,Clinic Africa Medical,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
vVSLD2W0m65,Devine Mercy Domicilliary Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
ShyOX3A5o1w,His Grace Community,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
SFN4aFGxuGb,Joint Medical Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
WKqRwWbwjaA,Kajjansi Clays Health Centre II,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PNFP
fcDhbacTlHm,Kwam Medicare Health Centre II,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
OK2wKwisZK2,M & C Medical Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
s2V4GN6DV3R,Medline Clinic Kitende,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
xP3soJOFnN5,Mwesigwa Medical Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
fdsPP3sMmRY,Nakulabye Med Centre,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
aCDGd4r7ALx,Namulundu Medical Health Centre,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC IV,PFP
hUlIxdOkVu6,Onlife Medical Centre,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
ZACYNrwa0aN,San Jose Medical Centre,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
nZ4lV0HX6Cs,Savanah Domicilliary Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
FTCzvShNywk,Serenity Health Centre III,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
oRgf5fVyLIM,St Veronica Nursing Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
YaiKUhyiVX9,St. Marys Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
agwwnQAXESM,T&R Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
HcnFVfdcwtx,The Clinic Kitende Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
h5QCalZ5mav,Uganda Clays Clinic,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
emaUawGxpyF,Uphill Medical Centre,seX0YUndHIx,Kajansi Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
SjzWW3WDYxd,Jili Medical Centre,UOGlWhl35aX,Kakiri Subcounty,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
XoFL7XGXuku,Kerp Clinic,UOGlWhl35aX,Kakiri Subcounty,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
TKpSl9J25U1,Nadangira Health Centre III,UOGlWhl35aX,Kakiri Subcounty,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PNFP
O3FdvltAUSh,Nampunge Health Centre II,UOGlWhl35aX,Kakiri Subcounty,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PNFP
K56hypi6AUE,Francisca Medical Clinic,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
qAHR0fRuBVK,Holy Trinity Medical Health Centre III,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC III,PFP
IrIouAaiMk2,Jordan Medical Clinic (Kakiri),AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
FuLj3jSaz9D,Kyanja Medical Clinic,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
AwJGEBq8qhZ,Maranatha Medical Clinic,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
MyZ0zBaYc2Z,Medik Hospital,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,General Hospital,PFP
SRwkShZ6Bfc,Nursha Clinic,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
ERCm1t3IymL,Ray Of Hope Medical Health Centre II,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
B1Oc8R7DkXk,Sango Medical Health Centre II,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PFP
nY3MrUB8NbF,Sos Herman Gmeiner Health Centre II,AMGnRJ8vefc,Kakiri Town Council,aIahLLmtvgT,Wakiso District,IEU0FjDAhBP,South Buganda,HC II,PNFP
